Address,Tokens
0x90f15e09b8fb5bc080b968170c638920db3a3446,3236.33303364628
0x321f1c45b9783f4d829ba9786426b4bae6e2a4ff,10
0xfc0591893b0bdb4322d25bdd43904aa9ab137140,10
0xdf13d6924aadcfc4a04e63bc875726348adb9a4c,10
0x2733ead90b9101efe241bfaa201f9f7987458b12,10
0x2c213675f1404fc9172c60aad1d0f3c220d83d1d,10
0xcf40bc3513bc0adfce4112a7ee806fac7d02bf77,10
0x4587a91c848a7977aa6df973e0227dfe0e4584af,38.6427521785961
0x51a1476c2c4bc15b72a705b734a2ac0a9e99e71a,10
0x21d8b1fc55253d3710abb39000a30ad36d5f82bf,10
0x2aeb8dbe719e7bfe99a09d2ec2f0cd50a915c002,27.3020390084909
0x0269331f1f4d1c186283691789303b74701cbc30,10
0x294081fdc6cd296c9bc5f2e46dcfa0c2b87ab8cf,10
0xd7389d44d842bd0cd1969ec17346df735833ce93,443.935576791632
0xbd95248bcdd311171c41ed50b455580975ec7f9c,63.637098078847
0x0b02f1a3768ffc6baf906005d8f0e560c32d989f,86.5982478429968
0xc8ec20f2d835d861c3391a5dc20bb614b399d66e,171.49321799035
0x9ddb6ee1045364f289a86c47e0127beb647bf3af,90.3184678903614
0xf5af47dcd3af20a1b651834d8069ccc1f21e5427,10
0x24d32644137e2bc36f3d039977c83e5cd489f809,10
0x21ca05a75e25a5db55c04325261ab0c337c72c95,10
0x48cff299142c3bbf532f70a77c6aeebff480e1cd,90.2155123865552
0x8d7cf82f1abba240e4da080eafe7d66b25bd167a,10
0xf690ef5a3784f6c9f7f14f2937c5bcb14c93259e,10
0x9fcbb31392d2a627ad67134ab2e0d06bae319c88,12.7407364538509
0x1ea7a724215ba8ebff8e055b42117d75d6cfd823,52.9617910892587
0x43f9e122eca200698b600e86898f425bc814b919,1477.32978772768
0xc120ba82d76038d82a0dfb7b4c0b377a4db151b9,10
0x56db60c536ad74865f60a5c8546f33502a9a1eed,10
0xf4bbaf63cd4ccc9a99a02305f829f757ac8bc270,257.716095958737
0x8835e597697c1e2d7430c270fe9ff9a728fe2b11,652.36843267568
0xcc79f2fd1e8c39c695901d11b310d26f3e0947a6,10
0x661f2456e29a65126768e088f60bc5bf2bfa7a8e,10
0x5a671558c8ed80e439fa2e4e49bb5af12af2ffb5,51.9895535971467
0xfaf643b6b246c27142867e986234348385cac7f5,128.10604966851
0x2c5378a515ecf3b43264e1c1e3eb9eaa61e423a8,10
0x521cb0a9ae647dcfbdc49ea9e4d0b38c06eab3a3,277.427558405247
0x9f0e832e2d4b2b93295041241368a57ce3f93c15,10
0x3ff89517b40763625fab9656381ca07cdd49de6a,10
0x65b0d99d2d3bc6bfbfccfc4a17dcd77c1eb8d5d6,10
0x216d14c57b4106f43af53daf4b8573386b2f65b0,10
0x86ed6c30b4984f8780e2b8aabc3095014ebc4d8a,3449.45732782614
0xdab79a9a111a0314f11318fbd4d2e1dd5a1f04b5,10
0x8f42699e5974cb3d83ab9742248f5f2f8162a270,10
0xe3ae00f168bc7c78668d2ec1d1c32b5c4da8a544,15.9381627189194
0xf72d8c0ee0bf4ea2898efbe0b541fe9256f4125a,40.3553761083757
0x81a7fa8057d2230384cea32305ce528d98f773e6,1282.19722208935
0x8830a1ebc4c93cdcdd817a4008d0e7d6e0493093,37.8967521544532
0x7cd610b77b6ee338da3a73efbb9ed41cd81edfbd,10
0x21e67fa851052c38265989ffbc1f80da94778ff7,10
0x9953181ce2901c1fb946c29c3e1f66d70395963f,1017.87075861968
0xbe469b8d097d049bafed9d2c161076dc447f4301,10
0x10f32ad771a8d0cf148f2970690137eae017462b,1288.62262315354
0x7cd09822784b2d6d9c1913d5be2fe911d1bbd0fa,48.6590697306944
0x86ad68878d45239f0fd223a91fedba39bf243095,77.6519685184071
0xd038ee469dcbca251e60716278fb8caac6ca8d2a,10
0xfd0fd4fa6ad1b1af8ff9390cbdaf495f1e17aed0,10
0xb02b81235b55e7b1140297a4b0f68fcc00c0ed91,10
0x85ef33d5a8682a6726f1dd27e4cd97561b593b1e,16.9326656480837
0xc2e4d6f823f160a116671c05bc391e666910cc07,773.42520007712
0x43a66d39c830174ad5d06a68e2fe21e748dea8b3,406.490035580598
0x9968eaa907ce70e8a7c671f524188562614bc438,10
0xd3dfb9e351510b1fd934cd2a5bcf536c632e313d,10
0xcd1180d8e58d8d5d1c2f8d10583de819b61f115c,10
0x7ed4e9ba501582cca3cda90ee017bc2c26a773de,84.3378112919929
0xfb6144865678d4d6b5d89f96e80c5ada82a85c63,22.082269192717
0xdf65c1f8a67d4154629b42d8700973718f588fb2,430.64048088727
0x9dead8cb5393747ce5475e76f18fca743637aa7d,430.109319329078
0x5f7a8fb8cc29e795ba19191dd74d69a90cdadb88,385.734138696469
0x412474f22797eb4d230aaa18b46ce2c309117ad6,10
0x8b78ed373198b5ff849dbc201979b1b11b9bff57,10
0x806259e10f7f420b73c2050451c7cebd24a7898f,219.297398820884
0x80ca8b6a789db75e005ed4a4cf7f7e4c94992728,10
0x36de213095141b321641b57a64d6ff1d423b0bf4,699.834547255806
0x699bdfb1c24c0dd1b15780c974f50ca8859c6908,10
0x9b19fc6774be723ba10e6bfa7ec362f5de1b369a,10
0xde8d6449da412d2a3816756da79c48c6a48e4cde,10
0x0a667c7ac44644146635392812a3298a1f1368eb,10
0xf71946496600e1e1d47b8a77eb2f109fd82dc86a,793.324132232484
0xc2675b68c8eb3e0d45e3fbc4ab705529f00315a3,2106.65595970423
0x94b3780310039c568889c824d1fcf825e140be37,10.6571735328166
0xd625d6ff0f4257d93f84bfbcefd0c4b68ad775c0,10
0x3af173d985f5878b83f1a638e4ce1c1a4c4bff8f,10
0xaab4d9a3ddaee7dce3c506d5f33be1349de47b04,10
0x238afe488509b59474f10db0c58e2c73415e0b71,10
0x457a223a59de9f7311c5d9af84bf81ef55c87735,10
0x2e9e8bf493fb7f0cd921f204112be2d8a6cbdd28,10
0x99e76e643ff83dcf151093220fbf91a1c70104d0,10
0xad561f6571417add227b212554f7688481b6985a,97.1703057696904
0x206b89b3b84e4df5b5c130e4abf554c0c3fa88f3,313.848417341491
0x6ae7a9f7f66ba3f39e05dee5ffac89163f46d073,49.4691567867242
0x37443d8a794483b7c1c0ab081b664969c9717406,10
0xd7be39370f106618147f835e0f5203a70bfa4327,10
0x26547a37e4ec6816c370dc7237e9461a780576bf,199.221343616664
0x64e71c9bf0970aa513ee61757966d4ed14b7ca3a,786.096463073788
0xc065a488ce0434b3aa5ca2bf56c9a50ba9a321ff,785.938836047463
0x0946761a569a616c8b89592c5e693a2558a269ef,786.173752641876
0x8fe8119a17a8eed170ecdca033c99b6633638a42,782.07980136265
0xb0917a94b25c3abc1cf5518e4d6095aaebf1153f,781.78416397919
0x2fe0d97571a24feecc154923ab89282b86e028f9,789.766894385793
0x21acac8617c1fe331c44530c398929857ba743f2,781.751285651061
0xb2a1c881e8e86f465cad20a174ed7175452654a3,781.710731193167
0x426ca8cf15c0841586e0311d9c4c07fb79807095,780.973951355183
0x20daa257c5f9b06595921703e885c2afa007f5f8,43.9553254495272
0x3a48275d096e0da5e5fc372b84926becd6d8ca6e,34.0077545548322
0x56d5ba9958f7a18f36b926641b9e26e611fe587d,10
0xaae8b0adf77b41cc955709f779822b2da2b02408,10
0x3217182d17a26c79044a6ba33304b17d8a7b1e8d,2334.51562107237
0x12fea1ca8b1e8ef12ffe33f9044f0c934a62afed,10
0xd59d1ef7dfd0d9c41da1b12209722b5a0712dd32,342.42380308239
0x22f75714ce2d043036754a7d645e1be1afd43538,508.037565378328
0xb96769265a38b34f616ebbf15947a2f85ebfa445,508.040517790055
0x9736410c13fa13458ee29a4bb71fde42990e132b,10
0x9b4781efb291c2a3a25d92b6ea04d78d50824b7a,10
0xe833c402d2445c8391997a06879c5fe1a5d8730c,10
0x000788191a089c96e828c77d99543c53fc4605eb,10
0xb4f227ba1ab1b2985ae79adddffaffc35d6e1b1a,24.9541358103777
0x67cf6e2e5ed3b88440ca68badabec9f810af0e1b,10
0x41d99d5f80adbe8ef0eb877cbe7b218afbda4ac5,39.9415575722527
0x05096597ebc29bde93ade9853ec985cc6fc65109,116.348953306007
0x5e014aa0649102e07c074f498845f01bcd520317,100.032017870605
0xfc0239d0a5930d1582a6296a0ca7d1ab86def97f,10
0xe654229b9dc0da7838fbd7f34f377faf36cb2678,150.332690425881
0xd3e480bc04d49c2bb46fa2052cac8422409af517,14.3284092263285
0x9a1b360ddb1dc65b9cb790138953ca0d26d9d24b,16.8394384725588
0xf96cb25227cf2d2473cccd4758e35f18273653b3,10
0x08f9d43e0715bae7711153652db1caf3d8e2105e,12.6343093949004
0x3e5d5c728cab9b565ee8dd9d4ea65875feea74b1,1252.4153943869
0xf1cd9e05bfcdc78cd1851b2d1b0a3b0f615524a8,10
0x74da97ad29afcd83a8fe0ec8c9722106065dcd6a,41.6551564609152
0xa80c56b00cab316f7097bfb55ba40fdbd857e6fa,41.6533230227204
0x7cc779deeb57149230fae71a6e837c831106949f,41.6508225344399
0x1d2f5fed9a98fed54193e538746f629818d7e7b6,41.6449867957308
0x626a04bbf9bfc543ab47aed7121d9f82aecf3625,41.6223079067092
0x97f42fdfd0481ef93ea8ed3bc5fe9315481f2c2d,19.7039169621006
0x2898c133186b15eff788aaf6aee9356e4e4a0de3,10
0x51d0eb116ecbfd3b82163f713887e62a78e1befa,1902.95255544918
0x11da290e2ed097cf7614c5ce17b437afe765489b,88.7663084915791
0x0315e72804c8d53fc15f41c603773e28ad8a4395,14.9112234106145
0xdf18923d3200fcacef9877e43294f8bd57dc2623,10.9163976936096
0xfbd079d71e751a431c3015c950812d8cd150ac99,213.0930721271
0x922197fd26290e3af3da0c35e7f4f299d95e8741,55.805650418475
0xb36b3b0395f06ffd48d363de94ecfa0e4acc3618,28.9514614821581
0x21f663efb7a1bec213402b57b90ae929900111d1,10.525461144899
0x7b7ed649c56081926e4032dc10afbb9b9719a574,22.9818851811649
0xd6385f5cd866f9a276997ebe1260573aedc20903,2655.25957312058
0xb77b4b849d9e5c30e6ddcd28d870af3b8b4303a3,10
0x5e488850981da4161ffa88b2e5c1e35b515c2169,10
0x1f19b4050707b1efc0f2a785b0c6f6b63339f481,10
0xe945d4161683eb3d7f1565bf810eeb52c36c2128,10
0xbe5c3717205ef314f01a280cc552b95aa9da4757,29.3339515778279
0xd040df6e6175a9ef0174fb5ab7cf41b5a6cd3735,10
0xe08758acfd9a7d36c264e3aba0bde1e0172bf943,10
0xdf37ada7c82de9eaf96e9086b392afa73c2c04cf,37.4676884932259
0x551cb815bac099251d9971cdae1dcbb331fde52d,10
0xacfea5dd8fb15d893fef331391c8df21df719603,19.6163773663032
0xf47e736a1f9ba1eb781a5b3ceb37e0eeba9dace1,42.3278811427997
0xccb242875ed2c3bc0919999412ecceeb1f30761a,10
0x1e18f23eecab6784683dfc68d31e35187d504246,10
0x85cf93acaa379e14fd8850f9a74bf282b9a5b593,23.8045522247863
0x6d202b4f43e0dd0b29689c189a713f5a5fdebed0,17.0062654896381
0x71d0189a0bfd5ece58713f0fc7336179a6af84f9,1091.83409048827
0x033adb34b1d1bc4eeabd3ffe04ffc48796b7e570,59.5341809813417
0xbb619345d90f3d0ad93de1daa8af8219f000c7f9,10
0xa02adcd9d7112eb4672c2c486a2a5141acb9eadf,10
0x5d0bbff6386aa8e6803018f54dffb5d563d4fdf0,42.1055349743859
0x673b480a9af3a5730e3c520c15757371ebde1cd9,23.0538471100292
0xbf035be80e913b331ded5ad3ec1569876d15b58b,47.7227267459391
0x12af0a7688f18acc01c984dd8e44f8ba3e94aadd,12.2706610058144
0x015f90799ead6a5dad17a0574feeb3e3508211ee,14.4099082092897
0xa55e8f346a2e48045f0418aae297aae166f614ce,3072.26583156062
0xd0e5cfd17630003866c3466792474416828b7382,48.5005576873791
0x883abfe324822d02ac9e091579f0661f638b8ed0,10
0x377b6c065a35bc52f00b7428294cffda1bd1adf9,10
0x5f98baee62589e4bb91be5cff17e14edad7b202a,105.772761140858
0x5c1c4e1db56a5c595937486ff8685b8457bd0e5c,10
0x6339a837e29adeac7b93a4c920ea65beb3de64ba,10
0x75e80fef32914449bed49d65ad7c07418c8dcbe1,10
0x987c5f96524059f591244f930279346ffaf900b6,103.270699658824
0x5a195108e6fdc2a614778d7af540ff190b96be22,38.4853257712223
0x01c4deb7497941972e86775e52ae5fd2e414e3f8,10
0xbeff466bfccf3615f399dbd18cfa059b07a258db,10
0x0071225043c5cef7bddeec8609cef932867d85bc,70.2862730578867
0xe79a02ad6676c39456e6c48ca121a5f8eb61c2b6,269450.10528164
0xf516d430697d44ebe430314f04330f2d3f35493c,1236.44339065546
0x98c7f91e3d3f5cf1a5dba5ccd7d290189676dcc0,91.0852447257075
0xc265a526f733d4554740ea7d6c846e7263020685,10
0x9371a03a0f8343c34218f4130640081da75c4689,1595.86675261424
0xee0418ddb202142e6b81ff4603c17062255b92fb,487.931570314795
0xffff2c1d5fa3f7dc16902c3f4dfc56b138474d3e,256.502525619076
0x80aa73c4d0e9a1307265fdc68a2612cb81aa6c24,12.1144363144176
0x6a247dddeed000ef5537e3c12f09e2f3713f25a6,165.067883602854
0x1d61782c8d20abfe12b33f3ed97a200da70592cb,49.5478872145332
0x39439433f54852fcdbc118ce291f341a1fb2ee24,10.8589289962482
0x02314bdc21c4fb381e04420098f4e8f458429f34,5688.17296599493
0x61b63704748010ef99d9470ed8483f8bd2788484,10
0x36f3383931c49d1359c7f2efdc45d12119220423,19.0073700771232
0x46eec778ae3c26413ca179cede22bf1f349bc3f3,10
0x1d4e8a2291bf9b73fc2490959aa6a372734835c4,10
0x46c9a4d12683041a1e279367e124ccc09f96a453,11.0717595820277
0x376275c4f9e4fffd8a89a90852f253f8e3373f67,46.1124780584681
0x0efee4a67eab58d0ce4b7ae37e2e36729ff2918e,2400.92735260288
0xde8c3bc9f0545b514e6929eec7ed06a43bd6a223,10
0xf3061bf86f49770063f52dd3389c772200a637dc,10
0xf08e8489c8e11467defe3dd752e896145e114d27,82.2457457205655
0x3553fe5e187bd8e2bad4ef56999b17edfd18a514,5152.09431279403
0x20cd20ad6c63b96f5c7934dd9d896f272bf68f2b,245.429020326929
0xdcf04441c77439ddcbfa74600d60b4292b08781d,306.164002764495
0x5ae60432076d1885aa082546cae5d0e4cf0e9b1b,108.402582029673
0x53105a0e7ded66a4aa5e23b4a287ba39b70f5871,192.143241294752
0x69bec9c8fb9617f9325bfa7b464ea09c41d244b7,303.001631160155
0xdebf4cdc19c20d742c07833243f98c5c22f34596,11.7367942559477
0x9b66f4c90be26174d14e9e1a71e97b0e9b0b463a,11.7370051560347
0xdf8684eb9756f664b1b1a8fde30ac0b0047a6838,11.6997292150534
0x873a39ca32ee3ae907619927423f80ecf1a0cb57,11.7035833108077
0x3a587b9c8800002b24619f88f728ba10010f162e,11.6857312415937
0x07c39d340a56e8025d236ef09806d81240e27e38,11.693543305086
0x06bfd83665ea6aad687ed2c6da8399f6d120b688,11.7383187120702
0xe96f09be47d709ccdd1a777f14214cb01eb786e9,11.7334850465541
0x06419b11c1ea8bdb6c1a97ff50209ca6de79047b,17.6657803944386
0x82d3a83a7402d4c2588f3ead18d1bd768d8776b6,23.226256348972
0x88ce30f11723e38ffafa91a22462e57222433467,14475.0166113154
0xf1240ed7f22659e4b6a6158ce66d4354959a2661,10
0xd1abe5db14d073883f2084c2af105652102bdefc,58541.5541573507
0xa69f670ea591f11bed8de61ce0e3c014c849feda,185.15117713417
0x8e02247d3ee0e6153495c971ffd45aa131f4d7cb,25485.4199988281
0x67068f70088f214c0ca03a3934d384a0308da355,4313.86959620085
0x14c43e8fda9e16d641d6ed9f663dff680a681652,10
0x57b0dd7967955c92b6e34a038b47fee63e1efd1a,1624.18162293377
0x42eecd105cf0bd926a5c4f6f7de993676b95264b,57.5805626870479
0x4c1d88cd8f18ba5c0635d46009f03bd048e52b12,52.8504142735007
0x21c9548b23b7ff3850d7354d17d48db9217370d1,56.5700312834032
0x0b1aaebe8c565b76879c025d35215e2c3ab3063d,97.4720676422895
0x17fb2283a010c1c9e5fd435435277d7aeddc507b,315.211253522255
0x2d64e979095c33cc6a968ff38cbb907f93d3adf2,10
0x877ee7052e99674dc44edd483571c5d79d01a523,1728.1256178895
0xa16eec8476d15caf3908a0eef9458a79908f15b5,2980.90290574587
0xd759ad90a32058eff0851a2163bda37403a55d8b,86.6725278308398
0x03e4b68e6cc9632ca94b8f60a56ee149f19fb0eb,1926.12953694107
0xc6667fbc8bc22a23bf9c7b30e8506df44b08a6ab,5834.1965700832
0x8b4ec171f329c67d407daa8c192b563c7166dc0b,10
0x67836ec7c2ae8e4a4031a41532c07a4ca48ea16d,59.6685961005645
0xcd2ad3da7f46aa60f9df3aadb6b64307b2c739e0,54317.2028025259
0xa394e5a73117a50edcb7c6440d44638cf854b92c,241.072125312868
0xad468e8336182e2cec7022f3434f91227c33a723,175.168941001242
0x017877cf503eff7c139f7ec0daa2aff4c1d0289a,49.4670480608349
0xf7fe08b81cf8121e7d79d2d4d56f8b37537b4b20,40.9712753870352
0x34b871e681b044da326796c26df267ee2a7ba483,11.2943167495773
0xda620685806c0206aa61f4a14484412f15ae2cef,10
0x0263e43c0de253a0fe354b60d35d2855c514a887,12.2364753052043
0x7d1dc40218b355effb713cf3a86811d789a4902c,10
0xd29c86394159ed163c3531e580b4625221651d69,10
0xa1b1ec6ead8cefa028df12609f38eedac356a697,57.7282855601377
0xa4431d8ad55bc69c055cd452d58640764ac1185c,207.019172802322
0xac7dfb42b7686f57978545d9ff2d964c85d9a87d,10
0xffb8c167667a1314b1c0f1fbc3f77046a98a6bb9,10
0xd35043c823ad5f650afc0ac70a7ed5eb7807a2e9,112.343379458395
0x611d2f02c58ec01279458011c73f4a167e1d146b,10
0x078c1a795e56674ce3e0cdef5bba886c616b4927,31.786871973854
0x42725b70326138479d1b215e6caefb010a0e97bf,11.9544400996367
0xefb4da6e920d6616b703bcc9519529b45e500ab1,10
0x88ce43b0c597db8d669dbd75613210abba416bc9,579.64599339122
0x23477e786f40a5f84cabd1b6388e1ac63983190b,316.318457229254
0x3f169b8d3b46de1ca3562a607b23279f1b306ec5,10
0xfb5dee46e9f2cde1fef2ec1f204a28051f9fd974,82.2420830316165
0x5a225a8b490335ad1c857513897160db70f520e3,82.2418227150107
0x05ddb55893579b7eca71c99c53e594077ddad0c5,10
0xe063dc804128bcfa468221bf7ceb69bf2728e937,17.3452457499425
0xe3085434d24a5317da34b0803b2309f18c3285fb,11.0573404371553
0xb56085ffb5b00366629fa60683d295932c9f35f4,10
0x8725f8da73dfd6d6ca7652bedd1c54777dc4982a,228.856752326769
0x3eca5eee06a42a11ae1bf3aba57f46a2906e9154,79.4724466014069
0xab1580ee6c593d1ae69c8e80592160bcdb9f6c97,363.805270922547
0xa4b6eeeb7eba0fc360a7402f2ebe90c178115e91,682.684291102917
0x5e649b2c67379888ee7e00dfa8655e6f1be44eaa,6314.4637426612
0x9bd7539e21d934b2c8b2a5cb9ed0271d31336d27,10
0xae69719767e23d7e7e32912eb720eab9d52aab6d,392.737875953742
0x738e68ccf1b64d6fdf5a165efe3149b712ff2e62,11225.127036092
0x561ef0706f331210097b990be5b903770dd10d0b,10
0x07747d216a175177d7b0d6cf8957b3dc603d6d3c,112.920582868228
0x58b61d71a801beffe49ed1a8e01a908be965ca1b,3520.919295924
0x2fc926fd5e6a2abf6b4fc8b898ff36244b716242,110.848374481956
0xa163f0e3f92a56ece506784359987916963b787b,433.31340760126
0x98ece1e9b2f661ceab5ebafc503ec31ede7c185d,174.088572141353
0x07e671c7d800c2fb99596ecce5e42a99919b8431,1785.42789909378
0xe0aaec9c2a93c262ca56bc22ea0b404f6dcfa776,103.605956997327
0x2c31154609d74d65b62ee20fbbb6e9daa85c614e,1067.49516338168
0x2abadddc9faaffebcaa2702ef56a1989d2bfd91a,82.5969749277975
0x0ea37c9507660bd278ac8d4f6f30788baa7f32f6,10
0x59a9a5561d6b863762cf29d45d899c57b1ae5a6c,176.889835899667
0x06d55d713d71e34b41cd83f3381110fbccae6dc7,92.7380258764492
0x11cd66f336b8e294356511ac4eb47b31c36136bb,24.8734098600558
0xafb50e978276e07d3ae3fcc7a96a8b05c5650e22,146.64354499418
0xfbfa4f8226eed0866127fbf06f17df0ff26a10bf,10
0x692554b8b71334a9ced895e92060f6442a340b74,117.375299626142
0x89f9b13119004b52f333f36f104d591103e9af1a,5919.85683412623
0xdf204f97a7a71d4d93829129e63a5f8a35aee331,248.632061664492
0xfb976882336a54328dc0b5cc5c771068e780f8e0,43.1228762782793
0xa9e539debd203ab74dda82a22438e738eee2ec3e,29.3012812383313
0x84ee9a0e7c7f979e2b7c51cd02c919ae9669f27e,423.454931467888
0x9447fb9f23a314fb7fc3ac69d3080e7f2bdbfef8,10
0x1bcb4de155f2405ddd262dacf347a84154364e81,100.40071152276
0x47d3a1cdcf1bca75527748a0998e9742ca5d47ca,360.648705720767
0x67ae1c9497d02d6a8453334f03e3a24cac8ff1a4,21.9405424234032
0x8bc5e5ea6f9b94dabad46551f3721016e5c0414c,10
0xd1f5715e1c5c7f85b9e2a9baf81eaa11aca6b718,10
0x0208bb4a5668298dd4f1e41c53bb3e7c0722b322,99.2313642067294
0x98151c0e580f9d03847402e6cc2abdd6b4eb326a,11.4586714113525
0xf9bf2517a46de43b3e23168146d985c6e916328a,11.4592046337799
0x5607892e3276bda70dd23460ccac3d1131b67798,10
0xa1613a8e77a39db9c5d0067c6b6aa43ac2164eb9,10
0x9ee1873ba8383b1d4ac459abd3c9c006eaa8800a,1102.45196293327
0x12f5ecbd0e4be11d8b4383974b7cbc614e0aeae3,10
0xc0b01490e89135d19d363b4daa508851a0c9e421,74.6133841993058
0x31307db06ea8156bd5543a1f2019df47f13b4f59,34.1207440137606
0x42c763449550001876ac6d8e904cc177e642072a,35.8414691545035
0x20ae166b334da66d8ed951886fc12f85740a115a,593.995797045228
0xce82ae50ca97872a0570eaf2321ae205be4d9981,103.0757677121
0xa44e16847439fd95d591a4064262e85dee18516b,182.141674194305
0xd130d73b6b3270110cf753683373a8a92493aceb,325.767724117267
0xcca1f60927f2713ff241eb5ec353c5c4c3a0cb09,10
0x5479da9fd3c4d6ecce354ccb85c8d3416368a183,48.8808326616058
0xf7c9eb882defd949ff289d97fdbf56222616b5bf,12.3431155776122
0x2aeaffeafab6d6c190eb1975fcd50f5359fce137,38.2047454098723
0x6bbb84746818500a0bcd25b098c2ae7aae8488b2,10
0xb2f9bbc5db84a95b598cab0c464cf92d584d8900,Error
0x035e8a0a57f24fd10d447c6ce44524513dd6e09c,13.68140645012
0xd45f2708c7585023f213369ebeb9b55a37c88854,10
0xfcd1005630b9c2b7be721d01e6a67364faa18ac0,36.2128486594017
0xb16b0137d71a04b3598fa7e7f322eebcaa0c64a3,909.917235681289
0x715130c8553762670f24920c80249fcda6be74c3,267.97322935561
0xd644e606d8bf560a31fb482e1c0a0676a7ed18ba,44.8360622741188
0x76b91712a029fefcb0e42db5a6452d98123677bc,656.073016894623
0x752b808db1f417c01f49ab230947a3263138eb8a,482.652205358507
0x7a9e363bb711fb43578a2b88f201c979f74c47b3,471.485602519141
0x7df622d77176ba8f44c9d813039ad6cb486de96d,493.054440099791
0x370628c151abe3aa4527cd5435f28d2ecdef1b83,463.755421458049
0x6882c585286ba5e3465eea030efee5f3d61b8e9e,490.534789221255
0xbc51491d0b97082a9871908283fe498a6ff128ce,450.92177554649
0xa350579452733afd472003a5743bb5fe607fe4b9,10
0x8a909a02dbbfad2a45c82cbe15924d2c0b2578fd,466.235605056709
0x8be837301bfdaefab7d9dfcce33d5584684583e7,10
0x57f676a1f98b544b41476f1b0c1caeef34f2f67e,22.9673081403399
0x1055c5f2d6438fd6269adb4020698add6a6824e8,10
0xa2a29a0b79ae3b7043e0867e432340868dc5057c,468.611026571598
0xff4ae6dbd293bd3049f41dc397d2581f47173d5a,10
0xff29226881156eae2e6cae197d1459121c17b7db,10
0x5269d6e3d77ff84095a0afb8225a2d24b584b134,495.893319362737
0x2c6c9bf1656e0cfadae64a9ecc8be93147f37944,474.718404245484
0x5ba9df9078daa33e0bd9012dad9ce5c8f89bb902,392.994193317147
0x1eb843c6d42e32aad8af0ae172006f8fc869cd2d,474.474155311009
0xd02b4bf0ed5aa39c4b43b92d2fbd26b9c493300b,495.46496046636
0x299db0bb5ff65a9e27b2e0215b84630fcd479f59,480.661960242019
0x0bddc09a5cf47ba81434fbd79e9867f74796eb73,1014.20394580542
0xedbcb0955c72e1f7489fcd43f88548af84b9e73c,477.635675040933
0xc84eb35e2fe70a532cff8893077c3e2b940aa1d0,485.84203452162
